STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,UNIT_MEASURE,Unit of measure,RESOURCE,Resource,SEEA,Stocks and flows,CLASS,Class,TIME_PERIOD,Time period,OBS_VALUE,Observation value,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,M3,Cubic metres,NATGAS,Natural gas,UP,Upward reappraisals,A,Commercially recoverable resources,2021,,179.4,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,IRON,Iron-Ore,OPENING,Opening stock,A,Commercially recoverable resources,2013,,3.283,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,IRON,Iron-Ore,OPENING,Opening stock,A,Commercially recoverable resources,2014,,3.559,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,IRON,Iron-Ore,OPENING,Opening stock,A,Commercially recoverable resources,2015,,4.141,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,IRON,Iron-Ore,OPENING,Opening stock,A,Commercially recoverable resources,2016,,3.005,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,IRON,Iron-Ore,OPENING,Opening stock,A,Commercially recoverable resources,2017,,2.959,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,IRON,Iron-Ore,OPENING,Opening stock,A,Commercially recoverable resources,2018,,2.902,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,IRON,Iron-Ore,OPENING,Opening stock,A,Commercially recoverable resources,2019,,3.523,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,IRON,Iron-Ore,OPENING,Opening stock,A,Commercially recoverable resources,2020,,3.468,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,IRON,Iron-Ore,OPENING,Opening stock,A,Commercially recoverable resources,2021,,3.409,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,COPPER,Copper,DOWN,Downward reappraisals,A,Commercially recoverable resources,2016,,0.129,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,COPPER,Copper,DOWN,Downward reappraisals,A,Commercially recoverable resources,2018,,0.342,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,COPPER,Copper,DOWN,Downward reappraisals,A,Commercially recoverable resources,2019,,0.21,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,ZINC,Zinc,TOTAL_AD,Total additions to stock,A,Commercially recoverable resources,2015,,0.312,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,ZINC,Zinc,TOTAL_AD,Total additions to stock,A,Commercially recoverable resources,2017,,0.36,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,ZINC,Zinc,TOTAL_AD,Total additions to stock,A,Commercially recoverable resources,2019,,0.536,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,BBL_US,Barrels,CRUDE,Crude oil,CLOSING,Closing stock,A,Commercially recoverable resources,2013,,3.942,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,BBL_US,Barrels,CRUDE,Crude oil,CLOSING,Closing stock,A,Commercially recoverable resources,2014,,3.771,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,BBL_US,Barrels,CRUDE,Crude oil,CLOSING,Closing stock,A,Commercially recoverable resources,2015,,4.015,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,BBL_US,Barrels,CRUDE,Crude oil,CLOSING,Closing stock,A,Commercially recoverable resources,2016,,4.08,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,BBL_US,Barrels,CRUDE,Crude oil,CLOSING,Closing stock,A,Commercially recoverable resources,2017,,4.229,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,BBL_US,Barrels,CRUDE,Crude oil,CLOSING,Closing stock,A,Commercially recoverable resources,2018,,4.853,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,BBL_US,Barrels,CRUDE,Crude oil,CLOSING,Closing stock,A,Commercially recoverable resources,2019,,4.632,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,BBL_US,Barrels,CRUDE,Crude oil,CLOSING,Closing stock,A,Commercially recoverable resources,2020,,4.644,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,BBL_US,Barrels,CRUDE,Crude oil,CLOSING,Closing stock,A,Commercially recoverable resources,2021,,4.654,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,NICKEL,Nickel,CLOSING,Closing stock,A,Commercially recoverable resources,2013,,2.682,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,NICKEL,Nickel,CLOSING,Closing stock,A,Commercially recoverable resources,2014,,2.287,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,NICKEL,Nickel,CLOSING,Closing stock,A,Commercially recoverable resources,2015,,2.725,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,NICKEL,Nickel,CLOSING,Closing stock,A,Commercially recoverable resources,2016,,2.604,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,NICKEL,Nickel,CLOSING,Closing stock,A,Commercially recoverable resources,2017,,2.79,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,NICKEL,Nickel,CLOSING,Closing stock,A,Commercially recoverable resources,2018,,2.296,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,NICKEL,Nickel,CLOSING,Closing stock,A,Commercially recoverable resources,2019,,2.236,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,NICKEL,Nickel,CLOSING,Closing stock,A,Commercially recoverable resources,2020,,1.977,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,NICKEL,Nickel,CLOSING,Closing stock,A,Commercially recoverable resources,2021,,1.909,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,SILVER,Silver,UP,Upward reappraisals,A,Commercially recoverable resources,2013,,0.035,,3,Thousands
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,SILVER,Silver,UP,Upward reappraisals,A,Commercially recoverable resources,2014,,0.957,,3,Thousands
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,SILVER,Silver,UP,Upward reappraisals,A,Commercially recoverable resources,2015,,0.218,,3,Thousands
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,SILVER,Silver,UP,Upward reappraisals,A,Commercially recoverable resources,2017,,1.814,,3,Thousands
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,SILVER,Silver,UP,Upward reappraisals,A,Commercially recoverable resources,2018,,0.15,,3,Thousands
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,SILVER,Silver,UP,Upward reappraisals,A,Commercially recoverable resources,2019,,0.014,,3,Thousands
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,SILVER,Silver,UP,Upward reappraisals,A,Commercially recoverable resources,2020,,1.068,,3,Thousands
